BRAVADO SPICE LLC,,,,,,,,,
General Ledger,,,,,,,,,
"January-December, 2025",,,,,,,,,

,Distribution account,Transaction date,Transaction type,Num,Name,Description,Split,Amount,Balance
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00826,Buc-ee's Ltd:Buc-ees 36 Terrell TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"10,305.40"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00827,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"10,407.04"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00828,Buc-ee's Ltd:Buc-ees 38 Royse City TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"10,440.92"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00830,Buc-ee's Ltd:Buc-ees 40 Katy TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"10,474.80"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00831,Buc-ee's Ltd:Buc-ees 42 Loxley AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"10,508.68"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00832,Buc-ee's Ltd:Buc-ees 44 Melissa TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,237.16,"10,745.84"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00829,Buc-ee's Ltd:Buc-ees 39 Denton TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"10,813.60"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00833,Buc-ee's Ltd:Buc-ees 45 Sevierville TN,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"10,915.24"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00806,Buc-ee's Ltd:Buc-ees 46 St Johns FL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"10,983.00"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00807,Buc-ee's Ltd:Buc-ees 47 Daytona FL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,135.52,"11,118.52"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00810,Buc-ee's Ltd:Buc-ees 52 Calhoun GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,169.40,"11,287.92"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00809,Buc-ee's Ltd:Buc-ees 51 Warner Robins GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"11,321.80"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00808,Buc-ee's Ltd:Buc-ees 48 Ennis TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"11,355.68"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00812,Buc-ee's Ltd:Buc-ees 56 Smiths Grove KY,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"11,423.44"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00811,Buc-ee's Ltd:Buc-ees 53 Florence SC,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,237.16,"11,660.60"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00814,Buc-ee's Ltd:Buc-ees 59 Hillsboro TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"11,762.24"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00816,Buc-ee's Ltd:Buc-ees 62 Springfield MO,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"11,863.88"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00815,Buc-ee's Ltd:Buc-ees 60 Johnstown,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"11,965.52"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/20/2025,Invoice,BRV00817,Buc-ee's Ltd:Buc-ees 66 Amarillo TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"11,999.40"
,61270 Black Garlic & Carolina Reaper Hot Sauce,02/25/2025,Invoice,BL2503170,American Heritage GmbH & Co. KG,Black Garlic Carolina-Reaper / 12 Pack / 5 OZ,12000 Accounts Receivable,489.60,"12,489.00"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00852,Buc-ee's Ltd:Buc-ees 46 St Johns FL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,135.52,"12,624.52"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00855,Buc-ee's Ltd:Buc-ees 50 Crossville TN,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"12,726.16"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00854,Buc-ee's Ltd:Buc-ees 48 Ennis TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"12,827.80"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00856,Buc-ee's Ltd:Buc-ees 51 Warner Robins GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"12,929.44"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00858,Buc-ee's Ltd:Buc-ees 53 Florence SC,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"12,997.20"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00861,Buc-ee's Ltd:Buc-ees 57 Athens AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"13,064.96"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00865,Buc-ee's Ltd:Buc-ees 62 Springfield MO,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"13,132.72"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00838,Buc-ee's Ltd:Buc-ees 28 Bastrop TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"13,200.48"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00836,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"13,234.36"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00844,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"13,336.00"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00847,Buc-ee's Ltd:Buc-ees 40 Katy TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"13,403.76"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00851,Buc-ee's Ltd:Buc-ees 45 Sevierville TN,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"13,437.64"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00862,Buc-ee's Ltd:Buc-ees 58 Auburn AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"13,505.40"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00846,Buc-ee's Ltd:Buc-ees 39 Denton TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,135.52,"13,640.92"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00850,Buc-ee's Ltd:Buc-ees 44 Melissa TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"13,708.68"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00853,Buc-ee's Ltd:Buc-ees 47 Daytona FL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"13,742.56"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00864,Buc-ee's Ltd:Buc-ees 60 Johnstown,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,169.40,"13,911.96"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00835,Buc-ee's Ltd:Buc-ees 18 Waller TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,169.40,"14,081.36"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00841,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,135.52,"14,216.88"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00842,Buc-ee's Ltd:Buc-ees 35 Temple TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,203.28,"14,420.16"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00849,Buc-ee's Ltd:Buc-ees 43 Leeds AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"14,487.92"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00866,Buc-ee's Ltd:Buc-ees 66 Amarillo TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"14,521.80"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00834,Buc-ee's Ltd:Buc-ees 17 Luling TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"14,555.68"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00837,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"14,589.56"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00840,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,169.40,"14,758.96"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00843,Buc-ee's Ltd:Buc-ees 36 Terrell TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,135.52,"14,894.48"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00845,Buc-ee's Ltd:Buc-ees 38 Royse City TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"14,962.24"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/07/2025,Invoice,BRV00848,Buc-ee's Ltd:Buc-ees 42 Loxley AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"15,030.00"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00877,Buc-ee's Ltd:Buc-ees 26 Madisonville TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"15,131.64"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00874,Buc-ee's Ltd:Buc-ees 17 Luling TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"15,233.28"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00875,Buc-ee's Ltd:Buc-ees 18 Waller TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"15,301.04"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00876,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"15,402.68"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00878,Buc-ee's Ltd:Buc-ees 28 Bastrop TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"15,470.44"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00880,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"15,504.32"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00885,Buc-ee's Ltd:Buc-ees 42 Loxley AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,135.52,"15,639.84"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00881,Buc-ee's Ltd:Buc-ees 35 Temple TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"15,673.72"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00884,Buc-ee's Ltd:Buc-ees 39 Denton TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"15,775.36"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00886,Buc-ee's Ltd:Buc-ees 43 Leeds AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"15,877.00"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00888,Buc-ee's Ltd:Buc-ees 45 Sevierville TN,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"15,910.88"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00890,Buc-ee's Ltd:Buc-ees 47 Daytona FL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"15,944.76"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00892,Buc-ee's Ltd:Buc-ees 50 Crossville TN,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"15,978.64"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00894,Buc-ee's Ltd:Buc-ees 52 Calhoun GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,135.52,"16,114.16"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00896,Buc-ee's Ltd:Buc-ees 56 Smiths Grove KY,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"16,215.80"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00895,Buc-ee's Ltd:Buc-ees 53 Florence SC,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,135.52,"16,351.32"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00893,Buc-ee's Ltd:Buc-ees 51 Warner Robins GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"16,419.08"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00897,Buc-ee's Ltd:Buc-ees 58 Auburn AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"16,486.84"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00898,Buc-ee's Ltd:Buc-ees 59 Hillsboro TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"16,520.72"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00900,Buc-ee's Ltd:Buc-ees 62 Springfield MO,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"16,554.60"
,61270 Black Garlic & Carolina Reaper Hot Sauce,03/20/2025,Invoice,BRV00901,Buc-ee's Ltd:Buc-ees 66 Amarillo TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"16,588.48"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00915,Buc-ee's Ltd:Buc-ees 52 Calhoun GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,203.28,"16,791.76"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00921,Buc-ee's Ltd:Buc-ees 60 Johnstown,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"16,859.52"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00909,Buc-ee's Ltd:Buc-ees 44 Melissa TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,135.52,"16,995.04"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00912,Buc-ee's Ltd:Buc-ees 47 Daytona FL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"17,062.80"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00904,Buc-ee's Ltd:Buc-ees 18 Waller TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"17,096.68"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00913,Buc-ee's Ltd:Buc-ees 50 Crossville TN,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"17,198.32"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00918,Buc-ee's Ltd:Buc-ees 56 Smiths Grove KY,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"17,232.20"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00920,Buc-ee's Ltd:Buc-ees 59 Hillsboro TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"17,333.84"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00922,Buc-ee's Ltd:Buc-ees 62 Springfield MO,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"17,367.72"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00910,Buc-ee's Ltd:Buc-ees 45 Sevierville TN,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,135.52,"17,503.24"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00911,Buc-ee's Ltd:Buc-ees 46 St Johns FL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"17,537.12"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00914,Buc-ee's Ltd:Buc-ees 51 Warner Robins GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"17,604.88"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00916,Buc-ee's Ltd:Buc-ees 53 Florence SC,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"17,706.52"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00917,Buc-ee's Ltd:Buc-ees 55 Richmond KY,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"17,740.40"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/11/2025,Invoice,BRV00919,Buc-ee's Ltd:Buc-ees 57 Athens AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"17,774.28"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00927,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,169.40,"17,943.68"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00924,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"18,011.44"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00926,Buc-ee's Ltd:Buc-ees 33 Texas City TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"18,113.08"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00929,Buc-ee's Ltd:Buc-ees 36 Terrell TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"18,146.96"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00928,Buc-ee's Ltd:Buc-ees 35 Temple TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"18,180.84"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00943,Buc-ee's Ltd:Buc-ees 44 Melissa TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,169.40,"18,350.24"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00930,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"18,451.88"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00932,Buc-ee's Ltd:Buc-ees 47 Daytona FL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"18,519.64"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00933,Buc-ee's Ltd:Buc-ees 50 Crossville TN,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,169.40,"18,689.04"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00934,Buc-ee's Ltd:Buc-ees 51 Warner Robins GA,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"18,722.92"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00935,Buc-ee's Ltd:Buc-ees 55 Richmond KY,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"18,790.68"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00936,Buc-ee's Ltd:Buc-ees 56 Smiths Grove KY,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"18,892.32"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00937,Buc-ee's Ltd:Buc-ees 58 Auburn AL,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"18,960.08"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00938,Buc-ee's Ltd:Buc-ees 59 Hillsboro TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"19,027.84"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00939,Buc-ee's Ltd:Buc-ees 60 Johnstown,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"19,095.60"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00941,Buc-ee's Ltd:Buc-ees 66 Amarillo TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"19,129.48"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/21/2025,Invoice,BRV00940,Buc-ee's Ltd:Buc-ees 62 Springfield MO,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"19,163.36"
,61270 Black Garlic & Carolina Reaper Hot Sauce,04/30/2025,Invoice,7827242,Spec's Liquor Stores,Black Garlic Carolina-Reaper / 12 Pack / 5 OZ,12000 Accounts Receivable,327.36,"19,490.72"
,61270 Black Garlic & Carolina Reaper Hot Sauce,05/02/2025,Invoice,BRV00944,Buc-ee's Ltd:Buc-ees 61 Harrison County MS,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,542.08,"20,032.80"
,61270 Black Garlic & Carolina Reaper Hot Sauce,05/08/2025,Invoice,PO-2619,Thorp Fruit and Antique Mall,Black Garlic Carolina-Reaper / 12 Pack / 5 OZ,12000 Accounts Receivable,311.52,"20,344.32"
,61270 Black Garlic & Carolina Reaper Hot Sauce,05/12/2025,Invoice,BRV00947,Buc-ee's Ltd:Buc-ees 22 New Braunfels TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"20,445.96"
,61270 Black Garlic & Carolina Reaper Hot Sauce,05/12/2025,Invoice,BRV00950,Buc-ee's Ltd:Buc-ees 34 Baytown TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"20,513.72"
,61270 Black Garlic & Carolina Reaper Hot Sauce,05/12/2025,Invoice,BRV00951,Buc-ee's Ltd:Buc-ees 35 Temple TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,33.88,"20,547.60"
,61270 Black Garlic & Carolina Reaper Hot Sauce,05/12/2025,Invoice,BRV00953,Buc-ee's Ltd:Buc-ees 37 Fort Worth TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,67.76,"20,615.36"
,61270 Black Garlic & Carolina Reaper Hot Sauce,05/12/2025,Invoice,BRV00954,Buc-ee's Ltd:Buc-ees 38 Royse City TX,Black Garlic Carolina-Reaper / 6 Pack / 5 OZ,12000 Accounts Receivable,101.64,"20,717.00"
